artist,album,metascore,userscore,release_date
Mountains,Centralia,83,7.2,"Jan 22, 2013"
Bad Religion,True North,75,8.4,"Jan 22, 2013"
Alasdair Roberts,A Wonder Working Stone,81,tbd,"Jan 22, 2013"
Brokeback,Brokeback and the Black Rock,68,tbd,"Jan 22, 2013"
Aaron Neville,My True Story,75,tbd,"Jan 22, 2013"
Ra Ra Riot,Beta Love,59,5.9,"Jan 22, 2013"
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,80,8.6,"Jan 22, 2013"
FIDLAR,FIDLAR,72,8.4,"Jan 22, 2013"
Camper Van Beethoven,La Costa Perdida,64,tbd,"Jan 22, 2013"
Widowspeak,Almanac,73,tbd,"Jan 22, 2013"
Adam Ant,Adam Ant Is the BlueBlack Hussar In Marrying The Gunner's Daughter,65,8.3,"Jan 22, 2013"
Nightlands,Oak Island,70,tbd,"Jan 22, 2013"
Gary Allan,Set You Free,78,7.3,"Jan 22, 2013"
Shugo Tokumaru,In Focus?,79,8.2,"Jan 22, 2013"
Carrie Rodriguez,Give Me All You Got,74,tbd,"Jan 22, 2013"
This Town Needs Guns,13.0.0.0.0,67,7.8,"Jan 22, 2013"
Petra Haden,Petra Goes to the Movies,69,tbd,"Jan 22, 2013"
Nosaj Thing,Home,72,7.4,"Jan 22, 2013"
Ex Cops,True Hallucinations,80,6.5,"Jan 22, 2013"
He's My Brother She's My Sister,Nobody Dances in This Town,71,tbd,"Jan 22, 2013"
Voivod,Target Earth,84,7.2,"Jan 22, 2013"
Henry Wagons,Expecting Company? [EP],68,tbd,"Jan 22, 2013"
Hilly Eye,Reasons To Live,56,tbd,"Jan 22, 2013"
Speck Mountain,Badwater,71,tbd,"Jan 22, 2013"
The Holydrug Couple,Noctuary,74,tbd,"Jan 22, 2013"
Young Fathers,Tape One [EP],82,8.6,"Jan 22, 2013"
Pillowfight,Pillowfight,60,tbd,"Jan 22, 2013"
The Blackout,Start the Party,77,tbd,"Jan 22, 2013"
The Night Marchers,Allez! Allez!,77,tbd,"Jan 22, 2013"
Daniel Romano,Come Cry with Me,86,4.9,"Jan 22, 2013"
Torres,Torres,81,8.4,"Jan 22, 2013"
Big Harp,Chain Letters,67,tbd,"Jan 22, 2013"
The Growlers,Hung at Heart,70,8.3,"Jan 22, 2013"
The Lone Bellow,The Lone Bellow,77,8.8,"Jan 22, 2013"
I Am Kloot,Let It All In,79,7.1,"Jan 21, 2013"
FaltyDL,Hardcourage,78,tbd,"Jan 21, 2013"
A$AP Rocky,Long.Live.A$AP,75,7.7,"Jan 15, 2013"
Christopher Owens,Lysandre,68,7.3,"Jan 15, 2013"
Yo La Tengo,Fade,82,8.1,"Jan 15, 2013"
Pantha du Prince,Elements of Light,73,8.4,"Jan 15, 2013"
Free Energy,Love Sign,67,6.0,"Jan 15, 2013"
Parquet Courts,Light Up Gold,84,8.3,"Jan 15, 2013"
Mystical Weapons,Mystical Weapons,76,tbd,"Jan 15, 2013"
Erin McKeown,Manifestra,77,tbd,"Jan 15, 2013"
Holopaw,"Academy Songs, Vol. 1",66,tbd,"Jan 15, 2013"
Teena Marie,Beautiful,69,tbd,"Jan 15, 2013"
California X,California X,78,tbd,"Jan 15, 2013"
Everything Everything,Arc,79,8.3,"Jan 14, 2013"
New Order,Lost Sirens,65,6.5,"Jan 14, 2013"
Serafina Steer,The Moths Are Real,74,tbd,"Jan 14, 2013"
Kitty,D.A.I.S.Y. Rage [EP],78,tbd,"Jan 11, 2013"
Solange,True [EP],79,8.8,"Jan  8, 2013"
Conor Maynard,Contrast,67,6.0,"Jan  8, 2013"
Broadcast,Berberian Sound Studio,75,8.2,"Jan  8, 2013"
Pere Ubu,Lady from Shanghai,76,5.5,"Jan  8, 2013"
Dropkick Murphys,Signed and Sealed in Blood,77,7.8,"Jan  8, 2013"
Wooden Wand,Blood Oaths of the New Blues,77,6.6,"Jan  8, 2013"
Black Veil Brides,Wretched and Divine: The Story of the Wild Ones,64,6.9,"Jan  8, 2013"
The Living Sisters,Run for Cover [EP],69,tbd,"Jan  8, 2013"
Philip H. Anselmo,War of the Gargantuas [EP],77,tbd,"Jan  8, 2013"
Joe Lovano Us Five,Cross Culture,71,tbd,"Jan  8, 2013"
Joe Gideon & The Shark,Freakish,65,tbd,"Jan  7, 2013"
Merz,No Compass Will Find Home,68,tbd,"Jan  7, 2013"
Chief Keef,Finally Rich,62,4.8,"Dec 18, 2012"
T.I.,Trouble Man: Heavy Is the Head,64,7.0,"Dec 18, 2012"
Blink-182,Dogs Eating Dogs [EP],68,8.7,"Dec 18, 2012"
Various Artists,Django Unchained [Original Motion Picture Soundtrack],70,7.8,"Dec 18, 2012"
Heathered Pearls,Loyal,72,tbd,"Dec 11, 2012"
Green Day,Tre!,64,6.7,"Dec 11, 2012"
Bruno Mars,Unorthodox Jukebox,70,6.7,"Dec 11, 2012"
Big Boi,Vicious Lies and Dangerous Rumors,72,7.6,"Dec 11, 2012"
Game,Jesus Piece,66,7.3,"Dec 11, 2012"
Masta Killa,Selling My Soul,62,2.2,"Dec 11, 2012"
Buddy Miller,Buddy and Jim,71,tbd,"Dec 11, 2012"
Boys Like Girls,Crazy World LP,41,5.8,"Dec 11, 2012"
Mark Stewart,Exorcism of Envy,69,tbd,"Dec 11, 2012"
Lee Gamble,Dutch Tvashar Plumes,72,tbd,"Dec 11, 2012"
Vladislav Delay,Kuopio,71,tbd,"Dec 11, 2012"
Singing Adams,Moves,76,tbd,"Dec 10, 2012"
Jimmy Edgar,Majenta,59,tbd,"Dec  4, 2012"
Shackleton,Music For the Quiet Hour/The Drawbar Organ EPs,87,7.8,"Dec  4, 2012"
El Perro del Mar,Pale Fire,66,6.5,"Dec  4, 2012"
Sigha,Living with Ghosts,75,tbd,"Dec  4, 2012"
Raime,Quarter Turns Over a Living Line,82,8.3,"Dec  4, 2012"
Mogwai,A Wretched Virile Lore,62,tbd,"Dec  4, 2012"
Scott Walker,Bish Bosch,78,7.6,"Dec  4, 2012"
Ke$ha,Warrior,71,8.1,"Dec  4, 2012"
Paloma Faith,Fall to Grace,62,8.7,"Dec  4, 2012"
Memory Tapes,Grace/Confusion,73,6.6,"Dec  4, 2012"
Wiz Khalifa,O.N.I.F.C.,56,5.0,"Dec  4, 2012"
Smashing Pumpkins,Mellon Collie and the Infinite Sadness [Deluxe Edition],88,8.9,"Dec  4, 2012"
Bambounou,Orbiting,74,tbd,"Dec  4, 2012"
Starkey,Orbits,51,tbd,"Dec  4, 2012"
Blur,Parklive,85,8.6,"Dec  4, 2012"
Johnny Cash,The  Complete Columbia Album Collection,99,7.2,"Dec  4, 2012"
Container,LP [2012],80,tbd,"Dec  4, 2012"
Martin Rossiter,The  Defenestration of St. Martin,83,8.9,"Dec  3, 2012"
Willy Mason,Carry On,74,tbd,"Dec  3, 2012"
Tulisa,The Female Boss,35,5.4,"Dec  3, 2012"
Alicia Keys,Girl on Fire,69,7.6,"Nov 27, 2012"
Rage Against the Machine,Rage Against the Machine XX [20th Anniversary Edition],87,8.7,"Nov 27, 2012"
Wu Block,Wu Block,69,5.4,"Nov 27, 2012"
Lone Wolf,The  Lovers,71,tbd,"Nov 27, 2012"
Joan of Arc,Joan Of Arc,73,tbd,"Nov 27, 2012"
10cc,Tenology [Boxset],79,tbd,"Nov 27, 2012"
Dean Blunt,The Narcissist II [Mixtape],69,tbd,"Nov 27, 2012"
Junkie XL,Synthesized,65,tbd,"Nov 27, 2012"
Pac Div,GMB,74,tbd,"Nov 27, 2012"
Toy Love,Live at the Gluepot 1980,79,tbd,"Nov 27, 2012"
Olly Murs,Right Place Right Time,63,6.9,"Nov 26, 2012"
Gerry Read,Jummy,84,tbd,"Nov 26, 2012"
X-TG,Desertshore/The Final Report,82,tbd,"Nov 26, 2012"
Girls Aloud,Ten,79,5.8,"Nov 26, 2012"
Elbow,Dead in the Boot,78,7.9,"Nov 20, 2012"
Graham Parker & the Rumour,Three Chords Good,80,tbd,"Nov 20, 2012"
Bad Brains,Into the Future,68,tbd,"Nov 20, 2012"
Kylesa,"From the Vaults, Vol. 1",71,tbd,"Nov 20, 2012"
The Twilight Sad,No One Can Ever Know: The Remixes,66,tbd,"Nov 20, 2012"
Fake Blood,Cells,54,tbd,"Nov 20, 2012"
Nostalgia 77,The Taxidermist,74,tbd,"Nov 20, 2012"
Peter Buck,Peter Buck,77,tbd,"Nov 20, 2012"
Nico Muhly,Drones,77,tbd,"Nov 20, 2012"
Jah Wobble & Keith Levene,Yin & Yang,69,tbd,"Nov 20, 2012"
Forma,Off/On,73,tbd,"Nov 20, 2012"
Rihanna,Unapologetic,61,6.7,"Nov 19, 2012"
Kid Rock,Rebel Soul,67,4.2,"Nov 19, 2012"
Phillip Phillips,World From the Side of the Moon,61,7.6,"Nov 19, 2012"
Tim Hecker,Instrumental Tourist,73,7.7,"Nov 19, 2012"
Example,The Evolution of Man,65,6.8,"Nov 19, 2012"
Led Zeppelin,Celebration Day [Live],85,8.4,"Nov 19, 2012"
The Evens,The Odds,83,7.9,"Nov 19, 2012"
Pitbull,Global Warming,63,4.0,"Nov 19, 2012"
Nicki Minaj,Pink Friday: Roman Reloaded--the Re-Up,72,6.8,"Nov 19, 2012"
Jason Isbell And The 400 Unit,Live from Alabama,85,tbd,"Nov 19, 2012"
Massive Attack,Blue Lines: 2012 Mix/Master,98,8.8,"Nov 19, 2012"
Keyshia Cole,Woman to Woman,78,5.4,"Nov 19, 2012"
North Sea Scrolls,The North Sea Scrolls,55,tbd,"Nov 19, 2012"
Little Mix,DNA,61,6.7,"Nov 19, 2012"
Action Bronson,Rare Chandeliers [Mixtape],74,7.8,"Nov 15, 2012"
Heems,Wild Water Kingdom [Mixtape],71,tbd,"Nov 14, 2012"
Soundgarden,King Animal,70,8.1,"Nov 13, 2012"
Clinic,Free Reign,72,7.5,"Nov 13, 2012"
One Direction,Take Me Home,68,6.1,"Nov 13, 2012"
Christina Aguilera,Lotus,56,7.2,"Nov 13, 2012"
Guided by Voices,The Bears for Lunch,73,8.5,"Nov 13, 2012"
Deftones,Koi No Yokan,86,8.8,"Nov 13, 2012"
The Babies,House on the Hill,70,tbd,"Nov 13, 2012"
Green Day,Dos!,68,6.6,"Nov 13, 2012"
Crystal Castles,(III),76,8.5,"Nov 13, 2012"
Brian Eno,Lux,75,8.0,"Nov 13, 2012"
The Weeknd,Trilogy,79,8.7,"Nov 13, 2012"
Ital,Dream On,72,tbd,"Nov 13, 2012"
Lana Del Rey,Paradise [EP],64,8.0,"Nov 13, 2012"
School of Seven Bells,Put Your Sad Down [EP],63,tbd,"Nov 13, 2012"
Roc Marciano,Reloaded,83,8.7,"Nov 13, 2012"
Mr. Muthafuckin' eXquire,Power & Passion [EP],60,tbd,"Nov 13, 2012"
The Rolling Stones,GRRR!,82,8.6,"Nov 13, 2012"
Original Soundtrack,"The Twilight Saga: Breaking Dawn, Pt. 2 [OST]",74,6.3,"Nov 13, 2012"
How to Destroy Angels,An  Omen EP,78,7.8,"Nov 13, 2012"
Oneida,A List of the Burning Mountains,61,tbd,"Nov 13, 2012"
Jim Jarmusch,The Mystery of Heaven,75,tbd,"Nov 13, 2012"
Pop Levi,Medicine,55,tbd,"Nov 13, 2012"
Steve Hauschildt,Sequitur,70,tbd,"Nov 13, 2012"
Madness,"Oui Oui, Si Si, Ja Ja, Da Da",71,5.8,"Nov 13, 2012"
Holly Herndon,Movement,81,8.9,"Nov 13, 2012"
Amy Winehouse,At the BBC [Live],64,8.6,"Nov 13, 2012"
Fanga,Fangnawa Experience,76,tbd,"Nov 13, 2012"
Sufjan Stevens,Silver & Gold [Boxset],76,7.7,"Nov 13, 2012"
9th Wonder,The Solution,73,tbd,"Nov 13, 2012"
Golden Void,Golden Void,70,tbd,"Nov 13, 2012"
Eternal Tapestry,A  World Out of Time,70,tbd,"Nov 13, 2012"
Hercules & Love Affair,DJ-Kicks,61,tbd,"Nov 13, 2012"
Social Studies,Developer,74,tbd,"Nov 13, 2012"
Sinkane,Mars,79,8.4,"Nov 13, 2012"
Lust for Youth,Growing Seeds,72,tbd,"Nov 13, 2012"
Tyvek,On Triple Beams,80,tbd,"Nov 13, 2012"
Old Man Luedecke,Tender is the Night,70,tbd,"Nov 13, 2012"
Hello Skinny,Hello Skinny,74,tbd,"Nov 12, 2012"
Omega Male,Omega Male,69,tbd,"Nov 12, 2012"
Colin Stetson,Stones,66,tbd,"Nov  9, 2012"
Andy Stott,Luxury Problems,86,8.5,"Nov  6, 2012"
Kylie Minogue,The Abbey Road Sessions,68,8.0,"Nov  6, 2012"
Aerosmith,Music From Another Dimension!,54,5.5,"Nov  6, 2012"
Prins Thomas,Prins Thomas 2,75,tbd,"Nov  6, 2012"
Emeralds,Just To Feel Anything,71,6.2,"Nov  6, 2012"
Ne-Yo,R.E.D.,68,5.5,"Nov  6, 2012"
Teen Daze,The Inner Mansions,69,tbd,"Nov  6, 2012"
Isis,Temporal,77,tbd,"Nov  6, 2012"
Dirty Projectors,About To Die [EP],71,8.3,"Nov  6, 2012"
Saigon,"The Greatest Story Never Told, Chapter 2: Bread And Circuses",69,tbd,"Nov  6, 2012"
Mike Doughty,The Flip Is Another Honey,72,tbd,"Nov  6, 2012"
Mick Hucknall,American Soul,60,tbd,"Nov  6, 2012"
MHz Legacy,MHz Legacy,81,tbd,"Nov  6, 2012"
Kevin Drumm,Relief,78,tbd,"Nov  6, 2012"
Public Enemy,The Evil Empire of Everything,76,tbd,"Nov  6, 2012"
Iamamiwhoami,Kin,74,8.8,"Nov  6, 2012"
Graveyard,Lights Out,78,tbd,"Nov  6, 2012"
Anaal Nathrakh,Vanitas,78,tbd,"Nov  6, 2012"
James Ferraro,Sushi,68,tbd,"Nov  6, 2012"
The Hot 8 Brass Band,The  Life & Times Of...,80,tbd,"Nov  6, 2012"
Dragged into Sunlight,Widowmaker,82,tbd,"Nov  6, 2012"
Joshua James,From the Top of Willamette Mountain,62,tbd,"Nov  6, 2012"
Joni Mitchell,The Studio Albums 1968-1979 [Boxset],91,8.7,"Nov  6, 2012"
Laibach,An Introduction To... Laibach/Reproduction Prohibited,74,tbd,"Nov  6, 2012"
Anstam,Stones and Woods,72,tbd,"Nov  6, 2012"
Paul Buchanan,Mid Air,82,tbd,"Nov  6, 2012"
Paul Kelly,Spring and Fall,80,tbd,"Nov  6, 2012"
Vitalic,Rave Age,62,7.3,"Nov  5, 2012"
Prince Rama,Top Ten Hits of the End of the World,65,tbd,"Nov  5, 2012"
Darren Hayman & the Long Parliament,The Violence,81,tbd,"Nov  5, 2012"
Robbie Williams,Take the Crown,65,8.6,"Nov  5, 2012"
Stubborn Heart,Stubborn Heart,52,6.2,"Nov  5, 2012"
JLS,Evolution,54,4.0,"Nov  5, 2012"
Sam Willis,Winterval,71,tbd,"Nov  5, 2012"
Kristina Train,Dark Black,72,tbd,"Nov  5, 2012"
Neil Young & Crazy Horse,Psychedelic Pill,79,8.2,"Oct 30, 2012"
Lukid,Lonely At the Top,75,tbd,"Oct 30, 2012"
Neurosis,Honor Found In Decay,81,7.9,"Oct 30, 2012"
Tracey Thorn,Tinsel And Lights,76,tbd,"Oct 30, 2012"
Cody ChesnuTT,Landing On A Hundred,80,tbd,"Oct 30, 2012"
Andrew Bird,Hands of Glory,74,7.6,"Oct 30, 2012"
Meek Mill,Dreams and Nightmares,69,6.5,"Oct 30, 2012"
The Soft Moon,Zeros,72,8.0,"Oct 30, 2012"
Cee Lo Green,Cee Lo's Magic Moment,63,tbd,"Oct 30, 2012"
Toby Keith,Hope on the Rocks,71,tbd,"Oct 30, 2012"
The Coup,Sorry To Bother You,80,8.4,"Oct 30, 2012"
Menahan Street Band,The Crossing,79,tbd,"Oct 30, 2012"
Matthew Friedberger,Matricidal Sons Of Bitches,50,tbd,"Oct 30, 2012"
Indian Handcrafts,Civil Disobedience for Losers,79,tbd,"Oct 30, 2012"
Chad Valley,Young Hunger,70,tbd,"Oct 30, 2012"
Parkway Drive,Atlas,73,8.0,"Oct 30, 2012"
Sean Price,Mic Tyson,80,8.1,"Oct 30, 2012"
Nadja,Dagdrom,72,tbd,"Oct 30, 2012"
Calvin Harris,18 Months,57,7.1,"Oct 30, 2012"
Ital Tek,Nebula Dance,74,tbd,"Oct 30, 2012"
Stumbleine,Spiderwebbed,80,tbd,"Oct 30, 2012"
Flyleaf,New Horizons,66,7.8,"Oct 30, 2012"
Early Graves,Red Horse,74,tbd,"Oct 30, 2012"
Cradle of Filth,The Manticore and Other Horrors,70,6.8,"Oct 30, 2012"
Rod Stewart,"Merry Christmas, Baby",53,tbd,"Oct 30, 2012"
RNDM,Acts,65,tbd,"Oct 30, 2012"
Waves of Fury,Thirst,70,tbd,"Oct 30, 2012"
Cheval Sombre,Mad Love,70,tbd,"Oct 29, 2012"
Pangaea,Release,77,tbd,"Oct 29, 2012"
Umberto,The Night Has a Thousand Screams,75,tbd,"Oct 29, 2012"
Sarah Blasko,I Awake,80,tbd,"Oct 26, 2012"
Black Moth Super Rainbow,Cobra Juicy,72,8.7,"Oct 23, 2012"
Of Montreal,Daughter of Cloud,65,6.6,"Oct 23, 2012"
Michael Mayer,Mantasy,77,tbd,"Oct 23, 2012"
U.S. Girls,Gem,75,tbd,"Oct 23, 2012"
Talk Normal,Sunshine,73,tbd,"Oct 23, 2012"
Kreidler,Den,61,tbd,"Oct 23, 2012"
RZA,The Man with the Iron Fists [OST],77,7.8,"Oct 23, 2012"
Cemeteries,The Wilderness,67,tbd,"Oct 23, 2012"
Various Artists,Rework: Philip Glass Remixed,69,tbd,"Oct 23, 2012"
Robin Fox,Connected,78,tbd,"Oct 23, 2012"
The Polyphonic Spree,"Holidaydream: Sounds of the Holidays, Vol. 1",73,tbd,"Oct 23, 2012"
Vinnie Paz,God of the Serengeti,72,7.2,"Oct 23, 2012"
Lil Wayne,Dedication 4 [Mixtape],60,5.0,"Oct 23, 2012"
The Amazing,Gentle Stream,78,tbd,"Oct 22, 2012"
Bat for Lashes,The  Haunted Man,78,8.5,"Oct 22, 2012"
Taylor Swift,Red,77,7.5,"Oct 22, 2012"
Paul Banks,Banks,65,7.6,"Oct 22, 2012"
Kendrick Lamar,"Good Kid, M.A.A.D City",91,9.1,"Oct 22, 2012"
Titus Andronicus,Local Business,78,8.1,"Oct 22, 2012"
...And You Will Know Us by the Trail of Dead,Lost Songs,79,8.3,"Oct 22, 2012"
"Gary Clark, Jr.",Blak and Blu,74,7.2,"Oct 22, 2012"
Swedish House Mafia,Until Now,57,7.1,"Oct 22, 2012"
Diamond Rings,Free Dimensional,65,7.5,"Oct 22, 2012"
Main Attrakionz,Bossalinis & Fooliyones,71,tbd,"Oct 22, 2012"
Pig Destroyer,Book Burner,86,7.2,"Oct 22, 2012"
P.O.S,We Don't Even Live Here,76,tbd,"Oct 22, 2012"
Karriem Riggins,Alone Together,78,tbd,"Oct 22, 2012"
The Sword,Apocryphon,72,7.3,"Oct 22, 2012"
Peter Broderick,These Walls of Mine,70,tbd,"Oct 22, 2012"
Kasey Chambers,Wreck & Ruin,86,tbd,"Oct 22, 2012"
Stone Sour,"The House of Gold and Bones, Vol. 1",79,8.9,"Oct 22, 2012"
Bison B.C.,Lovelessness,75,tbd,"Oct 22, 2012"
GRMLN,Explore [EP],60,tbd,"Oct 22, 2012"
Shiny Toy Guns,III,56,7.2,"Oct 22, 2012"
Land Observations,Roman Roads IV-XI,71,tbd,"Oct 22, 2012"
Pye Corner Audio,Sleep Games,84,tbd,"Oct 19, 2012"
Correatown,Pleiades,58,tbd,"Oct 16, 2012"
Terror Danjah,The Dark Crawler,71,tbd,"Oct 16, 2012"
Daphni,Jiaolong,76,8.0,"Oct 16, 2012"
Tussle,Tempest,69,tbd,"Oct 16, 2012"
Boys Noize,Out of the Black,67,7.3,"Oct 16, 2012"
Benjamin Gibbard,Former Lives,70,6.8,"Oct 16, 2012"
Jason Lytle,Department of Disappearance,71,8.4,"Oct 16, 2012"
Night Moves,Colored Emotions,68,tbd,"Oct 16, 2012"
Tamaryn,Tender New Signs,72,tbd,"Oct 16, 2012"
Donald Fagen,Sunken Condos,82,8.1,"Oct 16, 2012"
Mika,The Origin of Love,69,7.2,"Oct 16, 2012"
Mac DeMarco,2,81,8.7,"Oct 16, 2012"
Martha Wainwright,Come Home To Mama,76,tbd,"Oct 16, 2012"
Jamey Johnson,Living for a Song: A Tribute to Hank Cochran,84,tbd,"Oct 16, 2012"
Jason Aldean,Night Train,68,5.6,"Oct 16, 2012"
Brandy,Two Eleven,77,8.7,"Oct 16, 2012"
Chelsea Wolfe,Unknown Rooms: A Collection Of Acoustic Songs,72,8.7,"Oct 16, 2012"
Matmos,The Ganzfeld [EP],61,tbd,"Oct 16, 2012"
Pinback,Information Retrieved,72,tbd,"Oct 16, 2012"
Trey Anastasio,Traveler,66,tbd,"Oct 16, 2012"
Dethklok,Dethalbum III,63,7.6,"Oct 16, 2012"
The Herbaliser,There Were Seven,84,tbd,"Oct 16, 2012"
Hundred Waters,Hundred Waters,71,7.6,"Oct 16, 2012"
Anberlin,Vital,77,8.4,"Oct 16, 2012"
Tall Ships,Everything Touching,74,tbd,"Oct 16, 2012"
K'NAAN,"Country, God or the Girl",74,tbd,"Oct 16, 2012"
Yakuza,Beyul,72,tbd,"Oct 16, 2012"
Ken Stringfellow,Danzig in the Moonlight,67,tbd,"Oct 16, 2012"
The Luyas,Animator,68,tbd,"Oct 16, 2012"
King Dude,Burning Daylight,68,tbd,"Oct 16, 2012"
Earlimart,System Preferences,66,tbd,"Oct 16, 2012"
Godspeed You! Black Emperor,'Allelujah! Don't Bend! Ascend!,81,8.9,"Oct 16, 2012"
Sky Ferreira,Ghost [EP],62,7.8,"Oct 16, 2012"
Rosie Flores,Working Girl's Guitar,73,tbd,"Oct 16, 2012"
DJ Vadim,Don't Be Scared,77,tbd,"Oct 16, 2012"
Savoir Adore,Our Nature,64,tbd,"Oct 16, 2012"
A Fine Frenzy,Pines,66,tbd,"Oct 16, 2012"
Leona Lewis,Glassheart,60,7.7,"Oct 15, 2012"
Dan Friel,Valedictorian/Exoskeleton [EP],75,tbd,"Oct 15, 2012"
The Wallflowers,Glad All Over,73,7.4,"Oct  9, 2012"
Ellie Goulding,Halcyon,69,8.5,"Oct  9, 2012"
Why?,"Mumps, Etc.",62,7.9,"Oct  9, 2012"
Ty Segall,Twins,80,8.8,"Oct  9, 2012"
The Script,#3,38,5.9,"Oct  9, 2012"
METZ,METZ,82,7.6,"Oct  9, 2012"
Trash Talk,119,67,tbd,"Oct  9, 2012"
Converge,All We Love We Leave Behind,88,8.9,"Oct  9, 2012"
A.C. Newman,Shut Down The Streets,74,8.4,"Oct  9, 2012"
Wanda Jackson,Unfinished Business,76,tbd,"Oct  9, 2012"
Jeff Lynne,Long Wave,70,7.5,"Oct  9, 2012"
Lord Huron,Lonesome Dreams,68,8.6,"Oct  9, 2012"
Freelance Whales,Diluvia,70,8.3,"Oct  9, 2012"
Holly Golightly & the Brokeoffs,Sunday Run Me Over,72,tbd,"Oct  9, 2012"
Coheed and Cambria,The Afterman: Ascension,74,8.7,"Oct  9, 2012"
Barbra Streisand,Release Me,76,7.5,"Oct  9, 2012"
Papa Roach,The Connection,62,7.9,"Oct  9, 2012"
Black Marble,A Different Arrangement,74,tbd,"Oct  9, 2012"
Kiss,Monster,67,6.9,"Oct  9, 2012"
Xzibit,Napalm,66,5.9,"Oct  9, 2012"
Two Fingers,Stunt Rhythms,76,tbd,"Oct  9, 2012"
Bad Books,II,81,8.8,"Oct  9, 2012"
Between the Buried and Me,The Parallax II: Future Sequence,74,8.8,"Oct  9, 2012"
MellowHype,Numbers,73,7.8,"Oct  9, 2012"
Kaki King,Glow,68,tbd,"Oct  9, 2012"
Enslaved,Riitiir,64,tbd,"Oct  9, 2012"
Chrome Canyon,Elemental Themes,69,tbd,"Oct  9, 2012"
Hidden Orchestra,Archipelago,70,tbd,"Oct  9, 2012"
Ryan Lewis,The  Heist,74,7.5,"Oct  9, 2012"
MGK,Lace Up,69,5.9,"Oct  9, 2012"
Silent Servant,Negative Fascination,82,tbd,"Oct  9, 2012"
PAWS,Cokefloat!,66,tbd,"Oct  9, 2012"
Errors,New Relics,61,tbd,"Oct  9, 2012"
Electric Light Orchestra,Mr. Blue Sky: The Very Best,62,7.4,"Oct  9, 2012"
Cold Showers,Love and Regret,69,tbd,"Oct  9, 2012"
Royal Trux,Accelerator [Reissue],83,tbd,"Oct  9, 2012"
All Time Low,Don't Panic,74,8.2,"Oct  9, 2012"
Tame Impala,Lonerism,88,9.0,"Oct  9, 2012"
Skyzoo,A Dream Deferred,85,8.8,"Oct  9, 2012"
John Cale,Shifty Adventures in Nookie Wood,73,tbd,"Oct  9, 2012"
Schneider TM,Construction Sounds,76,tbd,"Oct  9, 2012"
Naytronix,Dirty Glow,60,tbd,"Oct  9, 2012"
The Acacia Strain,Death Is the Only Mortal,74,tbd,"Oct  9, 2012"
Callers,Reviver,65,tbd,"Oct  9, 2012"
Dog Is Dead,All Our Favourite Stories,55,tbd,"Oct  8, 2012"
Nine Black Alps,Sirens,70,tbd,"Oct  8, 2012"
Cher Lloyd,Sticks + Stones,51,4.9,"Oct  2, 2012"
The Vaccines,Come of Age,66,8.1,"Oct  2, 2012"
How to Dress Well,Total Loss,77,8.4,"Oct  2, 2012"
California Wives,Art History,64,tbd,"Oct  2, 2012"
Muse,The 2nd Law,70,7.1,"Oct  2, 2012"
Beth Orton,Sugaring Season,76,8.3,"Oct  2, 2012"
Young Smoke,Space Zone,75,tbd,"Oct  2, 2012"
Flying Lotus,Until the Quiet Comes,83,8.2,"Oct  2, 2012"
Tori Amos,Gold Dust,68,6.8,"Oct  2, 2012"
Diana Krall,Glad Rag Doll,76,7.5,"Oct  2, 2012"
The Mountain Goats,Transcendental Youth,81,8.9,"Oct  2, 2012"
Mark Eitzel,Don't Be a Stranger,77,tbd,"Oct  2, 2012"
Tilly and the Wall,Heavy Mood,62,7.0,"Oct  2, 2012"
Heart,Fanatic,74,8.2,"Oct  2, 2012"
Matt & Kim,Lightning,59,7.0,"Oct  2, 2012"
Tift Merritt,Traveling Alone,79,tbd,"Oct  2, 2012"
Childish Gambino,Camp,69,7.7,"Nov 15, 2011"
Sun Airway,Soft Fall,74,tbd,"Oct  2, 2012"
Dark Dark Dark,Who Needs Who,78,tbd,"Oct  2, 2012"
Moon Duo,Circles,70,7.3,"Oct  2, 2012"
Bry Webb,Provider,75,tbd,"Oct  2, 2012"
Iris DeMent,Sing the Delta,81,tbd,"Oct  2, 2012"
Miguel,Kaleidoscope Dream,86,8.6,"Oct  2, 2012"
Ultraista,Ultraista,64,8.6,"Oct  2, 2012"
Jerrod Niemann,Free the Music,80,tbd,"Oct  2, 2012"
Eraas,Eraas,71,tbd,"Oct  2, 2012"
Lightning Bolt,Oblivion Hunter [EP],66,5.4,"Oct  2, 2012"
The Amity Affliction,Chasing Ghosts,77,7.8,"Oct  2, 2012"
AxeWound,Vultures,64,tbd,"Oct  2, 2012"
Maserati,Maserati VII,78,tbd,"Oct  2, 2012"
Tegan and Sara,Get Along [Live],66,8.4,"Nov 15, 2011"
David Nail,The Sound of a Million Dreams,79,tbd,"Nov 15, 2011"
Gym Class Heroes,The Papercut Chronicles II,53,2.6,"Nov 15, 2011"
Carter Tanton,Freeclouds,74,tbd,"Nov 15, 2011"
Pterodactyl,Spills Out,65,tbd,"Nov 15, 2011"
Korallreven,An Album by Korallreven,76,tbd,"Nov 15, 2011"
Crystal Stilts,Radiant Door [EP],67,tbd,"Nov 15, 2011"
Blackout Beach,Fuck Death,79,tbd,"Nov 15, 2011"
Betty Wright,Betty Wright: The Movie,75,tbd,"Nov 15, 2011"
The Do,Both Ways Open Jaws,75,8.5,"Nov 15, 2011"
